"year","sex","age","comp_use","employment","employment_type","hours_worked","employees_workplace","importance_comp","complexity_comp","experience","sector","skill_change","ethnicity","region","hourly_pay","weight","employees_comp","pid","highest_qualification","cognitive_PCA","interactive_PCA","physical_PCA"
1997,2,22,NA,1,1,35,5,1,2,2,1,NA,1,2,5.49450540542603,0.514441967010498,NA,2650,2,0.852805361218761,0.660393397672263,0
2017,1,34,NA,1,1,40,3,3,1,17,1,3,1,3,7.21153879165649,0.664032101631165,5,2651,2,0.36353924194498,0.223334100969412,0.75
1997,2,39,NA,1,2,5,2,5,NA,15,1,3,1,2,3,0.488216429948807,NA,2652,NA,0.158860912308053,0.473927828251375,0.249225133307335
2012,2,55,1,1,1,38,5,1,2,37,1,2,1,4,8,1.06130087375641,1,2652,1,0.481020774904083,0.427579299221348,0.376506087260713
2017,1,27,NA,1,1,55,4,1,3,5,3,3,1,3,6.29370594024658,1.66242384910583,3,2652,1,0.744213063426755,0.95097441492133,0.25
2017,2,54,NA,1,2,20,4,1,1,25,1,1,4,8,10,1.05988872051239,2,2653,4,0.716825145312059,0.547713338146906,0.25
1997,2,30,NA,1,1,40,2,4,1,8,1,1,1,2,14.4230766296387,1.25900185108185,NA,2653,4,0.475763614869803,0.650750213124381,0
2012,2,49,2,1,2,18,2,5,NA,20,1,NA,1,11,6.07999992370605,0.547441184520721,6,2655,1,0.114463081235331,0.228919048429687,0.34962916524434
2017,2,28,NA,1,1,35,5,1,3,9,1,1,1,5,18.1318664550781,0.680014133453369,1,2655,1,0.936966977554163,0.98365813830711,0.205204843948044
1997,2,57,NA,1,2,2,1,5,NA,40,1,3,1,2,4,0.61425918340683,NA,2656,2,0.0888307612025801,0,0.25
2017,2,32,NA,1,1,40,3,1,2,15,1,1,1,8,13.8568134307861,0.646186590194702,1,2656,1,0.705378694915549,0.673106369668626,0.25
2012,2,40,1,1,2,16,2,3,1,23,1,3,1,11,6.25,1.22413921356201,1,2656,1,0.37722659428868,0.501867585104345,0.310184003388059
1997,2,36,NA,1,2,23,4,5,NA,11,2,2,1,2,6.73913049697876,1.08841359615326,NA,2658,1,0.224266147056943,0.269502544313848,0.386544940401141
2012,2,23,1,1,1,37,2,1,2,4,1,1,1,10,9.0956335067749,0.117912910878658,1,2658,1,0.846347185464619,0.918728006797632,0.136544940401141
1997,2,30,NA,1,1,38,3,3,1,14,1,1,1,2,7.33805656433105,0.45577335357666,NA,2659,1,0.901512113446015,0.878915350012435,0
2012,2,36,1,1,1,37,5,1,2,14,2,1,1,10,19.7505187988281,0.227675646543503,1,2659,1,0.615319400198024,0.798886453020947,0.371156093065038
2017,2,21,NA,1,1,37,5,1,2,5,1,1,1,2,11.4345121383667,0.719274163246155,1,2660,1,0.661134708216523,0.61504266935985,0
2017,2,35,NA,1,1,40,4,1,2,16,1,1,1,4,14.423077583313,0.513592481613159,1,2662,1,0.815765511092175,0.865898280670847,0.1967289437892
2012,2,51,1,1,1,40,3,1,2,31,2,1,1,2,24.519229888916,0.497800648212433,3,2663,4,0.925756295741302,0.94220463014741,0.25
2017,1,34,NA,1,1,45,3,2,3,13,1,3,1,9,16.2393169403076,1.60981619358063,3,2663,1,0.868299697423789,0.859322206808918,0.4467289437892
1997,1,25,NA,1,1,42,2,1,2,4,1,NA,1,2,6.41025638580322,0.635383248329163,NA,2663,3,0.877307338142087,0.722974733335335,0.175202015968502
2012,1,29,1,1,1,43,4,1,3,8,2,1,1,2,10.733452796936,2.75595140457153,1,2664,1,0.908684216756299,0.946586608405634,0.385770073708476
2012,2,50,1,1,1,38,3,1,2,31,1,3,1,2,10.9817810058594,1.06130087375641,1,2665,2,0.557673965344044,0.60327043171151,0.068659903546903
1997,2,35,NA,1,1,35,3,1,2,12,2,3,1,2,8.24175834655762,0.549962997436523,NA,2665,4,0.788733387784084,0.958103348320747,0.3032710562108
2017,1,32,NA,1,1,50,5,3,2,10,1,3,1,5,13.4615383148193,0.664032101631165,3,2666,2,0.574112562274445,0.401179560515461,0.742312186130076
2012,2,55,1,1,1,37,4,1,3,26,2,1,1,11,11.4345121383667,0.560467958450317,1,2667,1,0.809063966241563,0.817839753184537,0
2017,1,52,NA,1,1,40,2,3,2,32,1,1,2,5,NA,1.16305041313171,6,2667,2,0.623643856826936,0.782040350842017,0.5532710562108
1997,1,25,NA,1,1,38,3,3,2,7,1,1,1,2,8.09716606140137,1.37836575508118,NA,2667,1,0.540980410659787,0.714650390834601,0.545570022744621
1997,1,35,NA,1,1,39,2,2,1,19,1,3,1,2,5.78804206848145,1.45165061950684,NA,2668,1,0.782575582226793,0.442084176929732,0.645020840559985
2017,1,46,NA,1,2,18,4,2,1,21,1,1,2,5,NA,1.97375524044037,3,2668,1,0.696851546196035,0.790985771659238,0.613455059598859
2017,1,42,NA,1,1,40,3,3,5,27,1,3,1,5,9.13461494445801,0.829089879989624,1,2669,1,0.577666612727735,0.474099111810905,0.590186831367601
2012,1,53,1,1,1,40,5,1,4,27,2,3,1,11,NA,1.46722054481506,1,2669,4,0.823436226422954,0.71962008823586,0.113455059598859
1997,1,29,NA,1,1,34,5,1,2,10,1,1,1,2,5.37330293655396,1.27076625823975,NA,2669,2,0.360040810305678,0.68059332355057,0.424427149275837
2012,1,31,1,1,1,42,2,3,2,14,1,2,1,11,9.61538505554199,0.787735283374786,5,2670,1,0.763288984810335,0.753713103870224,0.567885036854238
2017,1,49,NA,1,1,38,2,5,NA,26,2,1,1,7,9.62171077728271,0.657918393611908,6,2670,NA,0.350222812043919,0.252948839820561,1
2012,2,50,2,1,2,4,2,5,NA,NA,NA,3,1,5,5.48498868942261,0.509424448013306,1,2671,1,0.23067465821684,0.0707214020162873,0.128069040242297
2017,1,36,NA,1,1,37,3,2,3,18,2,1,1,11,11.9717864990234,1.43337917327881,1,2671,3,0.823331797910375,0.815457575086122,0.257701033466179
2017,2,26,NA,1,1,40,3,4,1,6,NA,1,4,7,NA,0.733348488807678,5,2672,1,0.722155027348232,0.872917113360616,0.5
2012,2,40,2,1,1,37,3,5,NA,17,1,3,3,5,6,0.419270426034927,5,2672,2,0.366309697450611,0.517747624437638,0.569447989835823
2017,1,44,NA,1,1,48,5,1,4,18,2,1,3,2,36.8589744567871,0.738221108913422,1,2673,NA,0.684994549699066,0.682787034462561,0.409813168632399
1997,1,34,NA,1,1,39,2,5,NA,18,1,2,1,2,4,0.538788199424744,NA,2673,NA,0.413385641200203,0.508654678786736,0.735386019356561
2017,2,31,NA,1,1,32,2,1,3,14,1,3,1,3,21.634614944458,1.02718496322632,1,2674,2,0.777636508211056,0.812284660052271,0
2017,2,47,NA,1,2,20,2,2,2,30,2,1,1,9,10.3926095962524,1.00156950950623,1,2675,1,0.766358125448324,0.787902984939949,0.634207120726892
2012,2,51,1,1,1,37,NA,1,2,28,2,3,1,6,19.2307682037354,0.560467958450317,1,2676,1,0.626877474029769,0.670010751806214,0
2017,2,45,NA,1,1,37,5,2,2,27,2,1,1,10,21.8295230865479,0.376396119594574,1,2677,1,0.861559801251646,0.882130041654089,0.809409136695394
2012,1,56,2,1,2,12,2,4,1,40,1,3,1,5,8,1.49103462696075,1,2679,1,0.327286669911408,0.444630464758492,0.113455059598859
2017,1,57,NA,1,1,37,2,2,1,36,2,3,1,2,NA,0.787635445594788,1,2679,1,0.918097771994543,0.796252743401527,0.159813168632399
1997,1,25,NA,1,1,45,3,1,2,5,1,NA,1,2,5.98290586471558,1.18632102012634,NA,2679,2,0.713097030886268,0.779600936666491,0.65747534895815
2017,2,42,NA,1,1,38,3,1,1,24,1,3,1,5,NA,0.665599942207336,1,2680,1,0.379984075188581,0.67281518934992,0.159813168632399
2012,2,48,1,1,1,35,5,1,2,28,2,1,1,10,20.5,0.101189181208611,1,2681,2,0.860925230738722,0.86204021648543,1
2017,2,50,NA,1,1,45,5,2,2,31,3,3,1,5,39.7435913085938,0.644364178180695,1,2681,1,0.710827803841077,0.879135166740019,0
1997,2,35,NA,1,2,32,4,4,1,15,1,1,2,2,3.8199999332428,1.08841359615326,NA,2682,1,0.85670970857633,0.849990204736203,1
2017,2,30,NA,1,1,45,3,1,3,10,1,1,1,8,15.1709403991699,1.17264688014984,1,2682,4,0.689700804387923,0.834850403382034,0
2012,1,43,1,1,1,55,4,1,4,21,2,1,1,5,19.5804195404053,1.57671439647675,1,2682,2,0.972949454012249,0.98365813830711,1
2012,1,46,1,1,1,37,5,1,3,28,1,1,1,5,NA,1.49283146858215,1,2683,NA,1,0.713900447085027,0.189815996611941
2017,1,59,NA,1,1,38,2,3,2,40,1,3,3,8,10.6275300979614,0.662497103214264,3,2683,1,0.545262262178386,0.581770405430938,0.613455059598859
2012,2,41,1,1,2,16,4,1,2,23,2,2,1,2,7.67999982833862,1.14050245285034,1,2684,1,0.492055981815037,0.690330165916851,0.363455059598859
2017,1,34,NA,1,1,55,2,1,2,11,2,1,1,8,12.2377614974976,0.716689586639404,1,2685,4,0.812797844216888,0.874668065444767,0.431340096453097
1997,2,31,NA,1,2,0,2,5,NA,10,1,NA,1,2,3.34999990463257,0.976432859897614,NA,2686,1,0.646763628714847,0.695524984131547,0.440590863304606
2012,1,22,1,1,1,40,2,1,3,5,1,1,1,2,NA,1.95854413509369,1,2686,1,0.640114366988999,0.57696164430012,0.166726115809658
2012,1,37,1,1,1,40,2,1,4,9,1,3,1,2,NA,1.77380383014679,1,2687,4,0.79476006866647,0.591536193261899,0.159813168632399
1997,1,42,NA,1,1,39,3,2,2,23,1,1,1,2,9.36883640289307,0.752850830554962,NA,2690,2,0.889663683661469,0.832681285450952,0.3032710562108
2017,1,25,NA,1,1,40,5,1,4,1,1,1,1,7,21.6346168518066,1.89784336090088,1,2690,4,0.816809771254485,0.613377879378038,0.128069040242297
2012,1,34,1,1,1,45,4,2,3,7,1,1,4,8,NA,1.57547056674957,1,2690,4,0.645981612606015,0.552799785915382,0.424427149275837
2017,1,35,NA,1,1,35,5,1,2,25,1,3,1,7,NA,1.57972621917725,1,2691,3,0.744858417232395,0.604245635754426,0.444391124114951
2012,2,39,1,1,1,40,2,1,2,22,1,3,1,10,7.21153879165649,0.107781536877155,3,2692,1,0.620666912474421,0.687144419739877,0.29635810903354
2012,1,30,1,1,1,40,3,2,3,13,1,1,1,10,12,0.247222229838371,1,2693,2,0.785934978240697,0.833648343043313,0.863455059598859
2017,1,56,NA,1,1,35,5,2,3,24,1,3,1,7,NA,1.57527089118958,1,2693,4,0.846275886720011,0.855664371647711,0.25
2012,1,56,1,1,1,35,5,1,1,40,1,3,1,10,16.4835166931152,0.102246232330799,3,2694,1,0.63624947598097,0.60391341956356,0.932114963145762
2017,2,26,NA,1,2,16,2,5,NA,3,1,1,1,7,7.21709012985229,0.691866278648376,5,2694,1,0.341022039682324,0.62344094155003,0.833273884190342
2012,2,48,1,1,1,30,2,1,2,32,3,3,1,10,7.69822931289673,0.191611617803574,1,2695,2,0.911938479535883,0.754685989720055,0.257687813869924
1997,1,28,NA,1,1,65,4,4,1,10,1,1,1,2,5.17751502990723,1.47507011890411,NA,2696,4,0.905382049193974,0.810181077454842,0.0532710562107996
2012,2,50,1,1,1,37,3,2,2,32,2,3,1,10,12.7286901473999,0.0891526192426682,1,2696,1,0.353172294906006,0.582545682897066,0.0678850368542381
2017,2,47,NA,1,1,40,3,1,2,18,2,1,3,5,18.269229888916,1.2078765630722,1,2696,4,0.776253708377709,0.792510608183229,0.392683020885736
2017,2,52,NA,1,1,38,5,2,2,25,2,1,2,5,14.1700410842896,0.573741436004639,2,2697,4,0.679177784583331,0.684397464598685,0.636544940401141
1997,2,21,NA,1,1,35,2,5,NA,5,1,1,1,2,3.95000004768372,2.21133303642273,NA,2698,1,0.352548176402316,0.65052103863549,0.584048750883006
2012,2,35,1,1,1,30,5,1,2,13,2,1,1,10,17.9487190246582,0.227675646543503,1,2699,2,0.71772339098794,0.82058670832573,0.674427149275837
2017,2,54,NA,1,1,35,5,1,3,38,1,1,1,7,32.9670333862305,0.502571165561676,1,2699,1,0.51605483195872,0.742393063475485,0.068659903546903
1997,1,28,NA,1,1,55,3,3,1,7,1,NA,1,2,5.94405603408813,1.63851189613342,NA,2699,4,0.575574148536325,0.619169149884847,0.106542112421599
2012,1,53,1,1,1,36,2,2,3,35,2,2,1,2,12.2863245010376,1.31904315948486,1,2700,2,0.501920267856534,0.464760106852537,0
2017,1,40,NA,1,1,38,2,1,2,20,1,1,1,6,9.10999965667725,0.683981597423553,1,2700,2,0.911234122383718,0.588469026453925,1
2012,1,33,1,1,1,45,2,1,4,15,1,1,1,2,12.393162727356,0.886901915073395,1,2702,3,0.824876719881004,0.577272498205594,0.113455059598859
2017,2,52,NA,1,1,42,3,1,2,34,1,3,1,8,10.531135559082,1.28872835636139,3,2702,2,0.792972609322525,0.79725060692398,0.39424597386732
2012,2,45,1,1,1,30,3,3,1,21,1,2,1,2,6.55000019073486,0.838540852069855,1,2703,1,0.735925883807093,0.861506944651315,0.757701033466179
1997,1,42,NA,1,1,38,3,2,1,25,1,1,1,2,5.69999980926514,0.633320927619934,NA,2703,2,0.62653433095963,0.325168915608165,0.734611152663897
2017,1,44,NA,1,1,44,4,1,3,20,2,3,1,8,17.4825172424316,0.738221108913422,1,2703,1,0.838995773488155,0.771337796455091,0.113455059598859
2017,1,37,NA,1,1,35,4,1,4,15,1,1,1,2,18.1318664550781,1.25557458400726,1,2704,1,0.752223930398234,0.743957197972186,0.453820238395435
2012,2,39,1,1,1,55,2,1,3,11,1,1,4,5,NA,0.677580654621124,1,2704,2,0.89971596737646,0.860539887058955,0.136544940401141
1997,1,33,NA,1,1,60.0000038146973,3,5,NA,17,1,3,1,2,NA,1.25495946407318,NA,2704,1,0.498651583733665,0.568673996991204,0.726910119197718
2012,2,44,1,1,2,16,2,4,2,12,1,NA,1,5,6.19999980926514,1.22413921356201,3,2705,1,0.409203378078868,0.5,0.5
2017,2,22,NA,1,1,45,2,1,2,4,1,1,1,2,8.11965847015381,0.776312410831451,1,2705,NA,0.849239880335367,0.822357248113255,0.25
2012,2,53,1,1,1,42,3,2,2,34,2,1,1,5,10.531135559082,0.995601296424866,1,2706,2,0.674296556355298,0.783982914924716,0.264613980643438
2017,1,38,NA,1,1,40,5,1,2,17,2,3,1,9,25.9615383148193,0.716689586639404,1,2706,4,0.912952607472932,0.688666777628774,0
2012,2,25,1,1,1,50,3,1,2,4,2,2,1,10,8.30307674407959,0.132756754755974,1,2707,4,0.849590718198431,0.731016845508401,0.159813168632399
1997,2,33,NA,1,2,20,3,2,2,16,1,1,1,2,4.30000019073486,0.91154670715332,NA,2707,1,0.595303759908223,0.745916204946134,0
2017,2,25,NA,1,2,16,5,4,2,8,1,3,1,9,13.4375,0.643717110157013,5,2707,1,0.729632574550461,0.820721402016287,0.583273884190342
2012,2,24,1,1,1,37,2,2,2,8,2,3,1,10,8,0.0924149826169014,3,2708,1,0.607532823463495,0.800324776617606,0.25
2017,1,55,NA,1,1,60,4,2,3,32,1,2,1,10,24.0384616851807,0.574295282363892,3,2709,4,0.762327656645265,0.529115930655741,0
1997,2,39,NA,1,1,37,2,3,1,15,1,1,1,2,3.97000002861023,0.488216429948807,NA,2709,1,0.75880646978194,0.814669626918879,0.756138080484595
2012,1,47,2,1,1,39,2,5,NA,31,1,1,1,10,10.0900001525879,0.109876543283463,3,2710,1,0.872275685558904,0.695914204513797,0.863455059598859
2017,1,34,NA,1,1,42,4,1,2,15,2,3,1,6,11.2179489135742,1.25557458400726,1,2710,1,0.773150048084361,0.793261378551842,0.886544940401141
2012,2,46,1,1,1,36,3,1,2,22,2,3,1,10,14.1134204864502,0.101189181208611,1,2711,2,0.790388550416395,0.834181614877427,0.318659903546903
2017,1,51,NA,1,1,55,3,1,3,33,1,3,1,6,10.4975852966309,0.662497103214264,2,2711,1,0.851382227052351,0.476403832295873,1
2012,1,47,1,1,1,40,5,1,2,29,1,3,1,10,8.17307662963867,0.329629629850388,3,2712,1,0.647804708040474,0.617624255082377,0.530181175408517
2017,1,42,NA,1,1,37,3,4,2,23,1,3,1,6,7.56756734848022,0.683981597423553,4,2712,1,0.133620784412702,0.38659352756211,0.491524099841156
2012,1,38,2,1,1,48,2,5,NA,21,1,3,1,3,7,0.850114285945892,6,2713,NA,0.692938023147976,0.694162814141424,0.742312186130076
2017,1,49,NA,1,1,38,3,1,3,NA,1,3,1,6,NA,2.4407787322998,4,2713,1,0.679639913321094,0.652825673237064,0.356542112421599
2017,2,29,NA,1,1,40,2,1,2,7,3,3,1,6,7.69230794906616,1.71114659309387,1,2714,1,0.836484189223101,0.821255496830336,0.128069040242297
2012,2,43,1,1,1,37,4,4,1,24,2,3,1,2,18.1912670135498,1.08293414115906,1,2715,1,0.515728363858507,0.680483222840922,0.758475900158844
2017,2,57,NA,1,2,16,2,2,1,NA,2,1,1,6,NA,0.475745558738708,1,2715,1,0.697221378029894,0.9110658015641,0.893457887578401
1997,2,32,NA,1,2,0,2,1,1,7,2,1,1,2,18,1.09992563724518,NA,2716,4,0.509189414813543,0.578703238622964,0.272315014109618
2017,1,50,NA,1,1,50,5,1,4,32,1,3,1,7,36.5384635925293,1.22863101959229,1,2716,2,0.945898908024498,0.98365813830711,0.0532710562107996
2012,1,52,1,1,1,37,5,1,3,25,2,1,1,10,12.9937629699707,0.246502324938774,1,2717,1,0.620207316206231,0.501393840464953,0.234611152663897
2012,2,38,1,1,1,38,3,1,3,20,2,1,1,2,18.2186222076416,1.20363736152649,1,2718,4,0.725144053537549,0.706965914452349,0
2017,2,34,NA,1,1,35,2,2,2,13,1,2,1,2,8.44999980926514,0.541565954685211,1,2720,1,0.475327731732545,0.708068488715202,0.317885036854238
1997,2,24,NA,1,1,36,5,1,3,8,2,1,1,2,6.18886375427246,1.02888369560242,NA,2720,1,0.754556381108988,0.697992371150382,0.106542112421599
2012,1,52,1,1,1,45,3,1,3,30,1,3,1,7,NA,0.659521579742432,1,2721,1,0.822474410984602,0.695591428328528,0.204429977255379
2012,1,31,1,1,1,40,3,1,3,5,1,1,4,5,13.4615383148193,1.77380383014679,1,2722,4,0.82071986348138,0.769259629818506,0
2012,1,50,1,1,1,-3,1,1,1,32,1,3,1,5,NA,1.40636193752289,1,2725,1,0.458839726975913,0.519926100130027,0.273089880802282
2017,1,35,NA,1,1,43,2,3,2,19,1,1,1,7,17.4418601989746,1.35405111312866,1,2725,1,0.526375218828261,0.694081658896456,1
2017,2,49,NA,1,2,10,4,2,2,25,2,1,2,7,9.65769195556641,1.07648551464081,3,2726,2,0.585040276502606,0.598309707379846,0.317096950565319
2017,2,20,NA,1,2,-3,3,2,2,0,1,NA,1,2,5.80000019073486,2.15115547180176,3,2730,NA,0.416674532974971,0.721272294979786,0.538657075567361
2012,2,54,1,1,1,38,3,1,2,33,1,3,1,5,16.1943321228027,0.503865242004395,1,2730,4,0.817114027286643,0.588883804802434,0.0532710562107996
1997,1,42,NA,1,1,50,NA,5,NA,25,1,3,1,2,4.34000015258789,0.585759341716766,NA,2730,1,0.559271388112073,0.486431330809245,0.332499017497677
2017,2,48,NA,1,2,20,3,1,4,23,2,2,1,11,30.7692317962646,0.52902227640152,1,2731,4,0.74766960511443,0.786602884537685,0.0532710562107996
2012,2,26,1,1,2,20,3,1,3,8,1,1,1,5,7.50577402114868,0.748150169849396,1,2733,1,0.688820930409301,0.686123000721992,0.0678850368542381
2017,1,43,NA,1,1,37,4,1,2,20,2,1,1,10,19.7505187988281,0.403014242649078,1,2733,2,0.710020293963994,0.852827288191957,0
2017,1,36,NA,1,1,37,3,1,2,10,1,1,1,1,12.4740123748779,1.60981619358063,3,2734,4,0.54921789153296,0.755816686467653,0.386544940401141
1997,1,42,NA,1,1,70,NA,4,2,20,1,2,1,2,4.2857141494751,1.1176985502243,NA,2735,3,0.791296187647426,0.617398610097322,0.681340096453097
2017,2,28,NA,1,1,40,2,1,2,8,1,1,2,7,13.4615383148193,0.87186998128891,1,2735,3,0.681927882165072,0.925797233120867,0.386544940401141
2017,2,50,NA,1,2,28,2,1,2,32,1,1,1,1,8.66050815582275,1.26463997364044,1,2736,1,0.873435166182471,0.753512874846014,0.425202015968502
2012,2,34,1,1,1,37,2,1,2,2,3,NA,1,5,10.1599998474121,0.609150469303131,1,2737,3,0.842164636993573,0.735601525369743,0
1997,1,34,NA,1,1,42,4,5,NA,16,1,1,4,2,5.80000019073486,1.22117292881012,NA,2737,1,0.517269632181608,0.41489897396029,0.476910119197718
2017,1,27,NA,1,1,40,4,1,2,4,1,1,1,9,17.0673084259033,0.948921680450439,2,2738,4,0.804881737954346,0.796233978678088,0.106542112421599
2017,1,27,NA,1,1,45,3,1,4,6,1,3,1,7,NA,1.66242384910583,1,2739,1,0.766283439632098,0.743922338366641,0.226910119197718
2012,1,56,1,1,1,66,4,1,1,40,1,1,1,5,8.39806842803955,1.30316698551178,5,2740,2,0.972949454012249,0.944282796783995,0.658250215650814
2017,2,56,NA,1,1,60,3,1,2,38,1,3,1,2,32.0512809753418,0.502571165561676,1,2740,2,0.76060861603286,0.724244072126098,0.453655110562715
2012,1,42,1,1,1,40,3,1,1,11,2,3,1,5,17.3076915740967,0.788357198238373,1,2741,1,0.681237381930578,0.79725060692398,0.204429977255379
2017,2,38,NA,1,1,38,2,1,1,16,1,1,1,2,17.7125492095947,1.31699001789093,1,2741,3,0.80002622406284,0.758428124938353,0.726910119197718
2012,1,20,2,1,1,44,NA,4,7,2,1,NA,1,3,7.15999984741211,2.5740864276886,6,2742,1,0.798985556058753,0.53645883308582,0.878843906934962
2012,1,55,1,1,1,42,4,4,1,40,1,3,1,3,10.1499996185303,0.703180968761444,1,2743,1,0.483705016235208,0.397269757124863,0.356542112421599
1997,2,54,NA,1,2,25,2,1,2,38,1,1,1,2,4.78555297851562,0.514441967010498,NA,2743,1,0.255418084516331,0.116889845360723,0
1997,1,32,NA,1,1,39,4,5,NA,16,1,1,1,2,NA,1.07757639884949,NA,2744,1,0.612782918008264,0.234935611516723,1
2012,1,43,2,1,1,-3,3,1,1,26,1,3,1,3,13,1.30800497531891,3,2744,2,0.916843714544769,0.9110658015641,0.931340096453097
2017,2,42,NA,1,2,28,5,1,4,20,1,2,1,6,50.8241767883301,1.2078765630722,1,2747,2,0.766121584314499,0.770145093877676,0.25
1997,1,46,NA,1,1,38,5,3,2,30,1,1,1,2,13.9170036315918,1.31545495986938,NA,2748,2,0.727834674671147,0.251167286616571,0.794795156051956
2017,1,51,NA,1,1,60,4,1,2,35,1,1,1,3,NA,0.787635445594788,5,2748,2,0.926412558395178,0.941761486627857,0.634207120726892
2012,2,32,2,1,2,3,1,5,NA,3,1,3,1,5,10,0.615871369838715,6,2749,1,0.116094049989829,0,0.120368006776118
1997,1,44,NA,1,1,40,3,1,2,15,1,1,1,2,14.4230766296387,0.657727599143982,NA,2750,3,0.879485125904264,0.68550857364291,0.424427149275837
2017,1,34,NA,1,1,50,5,1,3,15,2,1,1,6,11.1538467407227,1.25557458400726,1,2750,2,0.941439751037354,0.799196398063093,1
2012,2,34,1,1,2,18,4,1,2,13,2,1,4,3,16.0256423950195,1.35516130924225,1,2750,2,0.774613289857217,0.941761486627857,0.3032710562108
2012,1,38,1,1,1,38,2,1,2,19,1,3,1,3,NA,1.57547056674957,3,2751,1,0.780286203895658,0.847886622138773,0.409813168632399
2012,2,36,1,1,2,24,2,3,2,20,1,3,1,3,6.05999994277954,0.688578367233276,1,2752,1,0.355572509404357,0.408987634927515,0.310184003388059
1997,2,26,NA,1,1,40,4,1,3,10,1,1,1,2,5.0961537361145,1.02888369560242,NA,2752,1,0.741782525333923,0.558184504351446,0.521705275249673
2017,2,35,NA,1,1,40,3,1,3,13,3,3,1,6,NA,1.31699001789093,2,2752,1,0.735942519237568,0.789673524727475,0.121156093065038
2012,1,36,1,1,1,40,4,1,3,20,1,1,1,3,NA,1.57547056674957,1,2753,1,0.63798466719876,0.679132728805191,0.432114963145762
2017,1,31,NA,1,1,37,4,3,2,10,2,3,3,4,8.83575820922852,1.18855595588684,1,2753,1,0.801470947597004,0.848978581767847,0.681340096453097
2012,2,54,1,1,2,30,2,1,2,35,2,3,1,10,NA,0.0941621586680412,2,2754,2,0.622062869939904,0.649544623281823,0.25
1997,2,27,NA,1,1,35,5,1,2,5,1,NA,1,2,9.06593418121338,1.02888369560242,NA,2755,2,0.959759165280418,0.716712937559871,0.181340096453097
2012,2,29,1,1,1,40,3,1,3,10,1,1,1,9,10.3365383148193,2.99260067939758,1,2755,3,0.856911422654071,0.753804141048115,0.376506087260713
2017,1,29,NA,1,1,35,4,1,1,5,1,1,3,7,30.2197780609131,1.75840258598328,3,2755,4,0.908412060620331,0.682403598019191,1
2012,1,46,1,1,1,40,1,1,2,24,1,3,3,6,NA,0.708739578723907,1,2756,1,0.683938875116469,0.831020461681363,0.0678850368542381
2017,1,42,NA,1,1,35,5,1,3,19,1,1,1,7,NA,1.47644221782684,1,2756,1,0.780788504869014,0.767866698216881,0.423639062986918
1997,2,34,NA,1,1,38,5,5,NA,13,2,1,1,2,8.09716606140137,1.13341557979584,NA,2757,4,0.898269183434276,0.906773951620437,0.34962916524434
2012,2,42,1,1,2,25,3,1,3,19,3,1,1,6,12.8000001907349,1.14050245285034,1,2757,1,0.913306583177672,0.630776841094456,0
2017,2,31,NA,1,2,18,2,4,5,10,3,1,1,1,12.8303823471069,1.04508805274963,3,2757,2,0.449784100020221,0.597951686897319,0.559409136695394
2012,2,43,1,1,1,38,2,3,2,27,1,3,1,6,18.2186222076416,1.08293414115906,1,2758,1,0.639674435965322,0.880252927021648,0.25
1997,1,25,NA,1,1,42,5,2,1,9,1,1,1,2,3.22476625442505,1.18632102012634,NA,2758,1,0.341550087010899,0.117090983248262,0
2017,2,32,NA,1,1,37,4,2,2,10,1,1,1,9,14.2931385040283,0.586323440074921,1,2758,4,0.750666275340541,0.872006233340601,0.068659903546903
1997,2,31,NA,1,2,25,5,2,1,12,2,1,1,2,9.23076915740967,0.566707789897919,NA,2759,4,0.774650346535105,0.944282796783995,0.545583242340875
2017,2,26,NA,1,2,8,3,1,2,6,3,2,1,8,8.66050815582275,1.36002826690674,1,2759,1,0.654646780732032,0.806015386420365,0.49308705282274
2017,2,38,NA,1,2,25,2,3,2,15,1,3,1,8,6.92307662963867,0.486178517341614,5,2760,1,0.869252704618678,0.939457675006217,0.878069040242297
2012,1,28,1,1,1,37,4,1,3,6,1,1,1,5,18,1.85968422889709,1,2762,1,0.730526003180265,0.54315488959032,0
2017,2,44,NA,1,2,28,5,1,3,19,1,1,1,9,NA,1.14102852344513,2,2762,4,0.729756388767782,0.528916610494859,0.25
1997,2,46,NA,1,2,8,NA,5,NA,27,1,2,1,2,3.6800000667572,0.472743630409241,NA,2763,1,0.313884000091563,0.436610239042433,0.469818824591483
2017,1,46,NA,1,1,48,4,1,2,15,1,1,1,6,9.375,1.36373662948608,1,2763,1,0.751522541216419,0.78683644127172,0.409813168632399
2012,2,21,1,1,1,37,5,3,1,3,2,1,1,5,6.75675678253174,1.10013699531555,1,2763,1,0.816582983159962,0.84569835479254,0.871930959757703
1997,1,27,NA,1,1,36,4,2,1,9,1,3,1,2,8.01282024383545,0.635383248329163,NA,2764,1,0.488645508579823,0.658403060596605,0.136544940401141
2017,2,32,NA,1,1,40,3,2,3,12,1,1,1,6,NA,1.2923731803894,3,2764,2,0.770786802733679,0.807327633352128,0.75
2012,2,51,1,1,1,36,2,4,1,32,2,3,1,10,8.5470085144043,0.131096825003624,3,2764,2,1,0.85327043171151,0.69060408290086
2012,1,23,1,1,2,19,NA,2,1,3,1,1,1,9,6.88000011444092,2.10217070579529,1,2765,1,0.893231260188188,0.918728006797632,0.931340096453097
